,region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,inccat,debtinc,creddebt,othdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,ln_total_spent
cardtenure,-0.00060384,-0.042073408,-0.020110893,0.734837529,0.717991851,-0.094449251,-0.082130711,0.14852814,0.015198098,0.677523505,0.688057733,0.407887149,0.251404623,0.267669472,0.020282374,0.147003332,0.182198158,-0.333059964,0.380412113,0.130068866,0.11639094,0.108808307,-0.181548139,0.033856969,0.018021362,0.009434179,0.0007407,0.008361318,0.006296735,-0.015693128,0.030336496,0.081541867,-0.02742635,0.751125067,0.730949437,0.000696994,-0.03829663,0.014652625,0.235080206,0.168982479,0.005391241,0.011303739,0.002441141,0.004893543,-0.024232385,-0.002154163,-0.005726296,0.016298192,-0.002516604,0.028206809,0.001029928,-0.019054139,-0.014147371,-0.015503631,0.013097558,-0.005675824,0.031894523,-0.020745912,-0.002566097,0.00074852,0.014790394,-0.007103617,0.00379044,-0.005700873,1,0.865493777,-0.021984563,0.011607499,-0.008057595,-0.006220609,0.9629753,0.882879644,-0.183623896,0.098857219,0.908754809,-0.350094674,0.695103143,0.737780931,0.006080833,0.183314998,0.423153282,-0.11765571,-0.053504074,0.224195178,0.438552667,0.436697013,0.67925505,-0.055712311,0.037266047,0.231039638,0.425066022,-0.051216626,-0.067128781,-0.114777206,0.00042713,0.016232923,0.010494392,0.010747332,-0.106780685,0.022492251,0.017167446,0.20050367,0.197294016,0.158860794,-0.057841385,-0.113770733,-0.17953666,-0.174763729,-0.032406413,0.562132123,0.006905839,0.016901799,-0.025138324,0.05040424
cardtenurecat,0.004211725,-0.033756548,-0.006376889,0.676281389,0.688027373,-0.047407161,-0.033679832,0.102947312,0.008931819,0.555218022,0.630748741,0.29313612,0.252869746,0.309996197,0.024822371,0.145561167,0.180638201,-0.329325179,0.384017153,0.12152653,0.116932897,0.114378563,-0.163331756,0.040566285,0.021103352,0.020106297,0.008438865,0.003877338,0.006702224,-0.011723222,0.032717641,0.075458822,-0.018441024,0.646409065,0.701236187,-0.007659752,-0.031253009,0.00961575,0.245876902,0.179434696,-0.002020963,0.021880986,0.002308502,0.005050674,-0.026017375,-0.003344804,-0.007434585,0.011952491,-0.005074346,0.021199833,0.005980335,-0.012406483,-0.00396231,-0.008444368,0.000276808,-0.007545005,0.04000051,-0.025446198,-0.000479337,0.007422396,0.003088172,-0.001833304,-0.00147915,0.003274988,0.865493777,1,-0.029677247,0.017613922,-0.022281384,-0.002704139,0.851266982,0.924305291,-0.176384882,0.109339857,0.84860545,-0.349377838,0.498385375,0.520361783,0.022167587,0.167456872,0.365416239,-0.095033956,-0.028851904,0.235294264,0.401436004,0.332050504,0.526745115,-0.030086222,0.058243588,0.228107658,0.376230809,-0.023480409,-0.036044399,-0.08957913,0.013459588,0.032720086,0.017262208,0.032105012,-0.089411557,0.032558899,0.03347976,0.267389536,0.263420368,0.214699449,-0.031378956,-0.093754445,-0.154723953,-0.145552984,-0.016305,0.496195321,-0.002113634,0.023015068,-0.007434585,0.071111511
card2,0.003786411,0.007839619,0.030362495,-0.006956154,-0.010372447,-0.09240357,-0.092708399,0.020124151,0.004069865,0.000560994,-0.011498587,0.036759134,-0.061266076,-0.072947896,-0.010058389,-0.038926554,-0.045812276,0.009731318,-0.025751718,0.004321218,-0.006797325,-0.012784741,-0.003532766,0.004694397,-0.002089114,-0.016140205,0.008806381,0.030202054,0.008472315,-0.003062465,0.004261643,-0.011934448,-0.022788468,-0.019815792,-0.023657621,-0.003479031,-0.007679147,0.010677004,-0.056812256,-0.023767597,-0.002997901,-0.007733973,-0.002006157,-0.004739851,0.001636406,-0.001127456,0.007152647,-0.013183756,0.013872853,0.007160511,-0.000225597,-0.009745857,0.002778256,0.007905097,-0.011315029,0.001274675,0.011791287,-0.016416552,-0.039636934,-0.028892433,-0.379439659,-0.022573088,0.019155725,0.016124035,-0.021984563,-0.029677247,1,0.018813424,-0.007270082,0.018860898,-0.024820942,-0.030181065,-0.012079807,-0.005116954,-0.025929636,0.011214693,-0.008371261,-0.009393014,-0.025094685,-0.023375337,-0.021731525,-0.050915002,-0.054404289,-0.049700287,-0.036343683,-0.011317462,-0.007769803,-0.037599954,-0.036550683,-0.032618127,-0.020148016,-0.028269495,-0.028677935,-0.023977103,-0.031393623,-0.043227336,-0.026571161,-0.032013807,-0.033545059,-0.050338331,-0.018429267,-0.051631422,-0.040927562,-0.050926237,-0.018830738,-0.007850717,-0.022336115,-0.03462099,-0.002808526,-0.033769186,0.011270262,-0.01855551,0.002096899,-0.075969332
card2type,-0.007267279,0.001746012,0.018685791,0.038281179,0.03644911,-0.021707705,-0.023377154,-0.005357684,-0.016541786,0.026430063,0.04199969,0.02398861,0.010388329,-0.00136055,-0.00648875,-0.002595778,0.020056404,-0.031131264,0.02124036,-0.005518272,-0.006447508,-0.002712905,-0.028349232,-0.023793276,-0.024734963,-0.013663065,-0.001715651,0.003592868,-0.012921751,0.012908778,-0.015645762,-0.016917636,-0.013082201,0.026249473,0.023835362,0.017448708,0.000374465,0.015553711,0.000628546,0.014432632,0.008798241,0.00972783,-0.007476155,-0.007529821,0.013089954,0.004069083,0.000214697,0.001812022,0.002680845,0.006782559,0.009035827,0.024503937,0.003469317,-0.001547947,-0.011772351,0.004380133,-0.01234265,0.008440209,0.007925384,0.007975809,-0.004017603,-0.013418625,-0.013073958,0.013859917,0.011607499,0.017613922,0.018813424,1,0.009281052,0.0047834,0.016285091,0.020554894,-0.025443943,0.007636286,0.008440508,0.008979428,0.004895028,0.00467869,-0.006076253,0.004644175,0.010211501,-0.002717551,0.00355783,0.008178142,0.012674639,0.003099852,0.00096816,-0.000956847,0.007175192,0.006091463,0.014803086,0.007034332,0.019499177,-0.005689245,3.90E-05,0.004947936,0.001608927,0.007348457,-0.00649477,0.004151677,0.002271635,0.002820969,-0.016036416,0.006314583,0.00316471,-0.010146,0.007617103,-0.00064757,0.014541315,-0.020001563,-0.002080847,-0.025128473,0.016122535,-0.008162267
card2benefit,0.008974084,0.022991743,0.006584015,-0.014995759,-0.016360891,-0.012431229,-0.011412792,-0.013699571,-0.01684294,-0.003772079,-0.006534663,0.001467725,-0.01041115,-0.004716884,-0.02119519,0.000697841,-0.022458912,0.012549187,-0.017186385,0.03363521,0.031302742,0.033351614,0.035105422,-0.015151879,-0.020190203,-0.007356205,0.018559788,-0.033773471,0.026761537,0.013185029,-0.015637938,-0.005943399,-0.011277401,-0.010346307,-0.023905259,-0.007490813,-0.024478905,-0.001359192,-0.018535335,-0.02015103,-0.001490253,0.012721763,0.006470322,0.004838407,0.020730475,-0.002273957,-0.006455725,-0.018392391,-0.021880377,-0.002479733,0.007484825,0.016613828,-0.006532843,-0.003762237,-0.008687532,-0.006361128,-0.011302616,-0.003810275,-0.006524,0.00284477,-0.016155099,-0.025722813,-0.014340646,-0.007197677,-0.008057595,-0.022281384,-0.007270082,0.009281052,1,0.021192714,-0.005170376,-0.010192194,0.009969737,-0.029022252,-0.009321304,0.022213694,-0.002390186,-0.001097206,0.025863487,0.012527194,0.004861065,-0.003375202,0.002348384,-0.002220552,0.011414821,0.005197641,-0.008420949,0.019909689,0.012951575,0.006294125,-0.001800766,0.025317679,0.016510651,0.000131935,0.018719038,0.036936922,0.029668257,0.026069887,0.002343543,0.010234303,-0.012552363,-0.001707908,-0.025049858,0.000303181,0.013102546,-0.01432675,-0.001958086,0.003328377,0.021773589,5.67E-05,0.012798859,-0.001366862,-0.021795595,-0.002814156
card2fee,0.003134022,-0.028879964,0.006799331,3.00E-05,-0.00020248,-0.02113695,-0.01184551,0.029617447,0.004976069,0.022823836,0.015202455,0.020015074,0.002972485,-0.013057786,0.009415087,0.009694328,0.000719029,-0.000255698,0.016544997,-0.009715778,-0.017785469,-0.019662992,0.00590623,-0.012777977,-0.031199946,0.004324396,-0.004497083,0.012526669,-0.008353027,0.011338332,-0.007365523,0.001799009,-0.011004522,-0.005900053,-0.006057048,-0.01774328,-0.016717094,-0.005349353,-0.001492443,-0.007340236,0.004330352,-0.004159107,0.016925516,0.016657528,-0.029524461,-0.003892168,-0.006815714,0.017973229,0.004159569,-0.001178214,-0.000513831,-0.025726104,-0.013955805,-0.005821285,0.045971981,0.011866771,-0.009216134,-0.004212175,0.009454935,0.012469372,-0.00973325,0.000663848,-0.012588981,0.001761461,-0.006220609,-0.002704139,0.018860898,0.0047834,0.021192714,1,-0.006128898,-0.003696024,0.008041748,0.001947455,0.000233224,0.001184761,-0.010665398,-0.016644016,-0.000165911,-0.006579486,0.000230157,0.004339115,0.010262882,0.021942672,-0.007236648,-0.004123847,-0.008017008,-0.00069021,0.010849629,0.016609855,0.01216267,-0.007372547,0.015516485,-0.002061103,0.0012452,0.003752363,0.015555921,-0.004524573,0.000764365,-0.000349033,-0.021811059,-0.018447206,-0.005711355,-0.020685313,-0.004012267,-0.009892839,-0.008755913,-0.003504115,0.014241286,0.007852814,0.01806184,0.003824964,0.015150837,-0.018659049
card2tenure,0.002166305,-0.040062117,-0.013578002,0.691548817,0.679886137,-0.097375145,-0.085581695,0.159406344,0.01580789,0.654875393,0.670649343,0.381696517,0.244355974,0.267042149,0.023137217,0.146798818,0.183093362,-0.320785958,0.368713615,0.14309009,0.128433504,0.121460689,-0.156149864,0.036782521,0.014317343,0.018582923,-0.002289703,0.006702168,0.011979752,-0.014092837,0.031620742,0.088581404,-0.031575044,0.71757427,0.703613276,0.010567695,-0.033483711,0.007808183,0.235533243,0.168634523,0.008417311,0.008798123,0.001124188,0.003628005,-0.024820301,0.005001661,-0.006888433,0.018946448,-0.001622707,0.021383354,-0.001437917,-0.022879026,-0.011995432,-0.015212744,0.017608192,-0.014975723,0.032381927,-0.020904826,-0.001987155,0.007479945,0.011729714,-0.008000789,0.00217057,-0.004927391,0.9629753,0.851266982,-0.024820942,0.016285091,-0.005170376,-0.006128898,1,0.924391146,-0.180344229,0.099832428,0.928239626,-0.35761036,0.701147162,0.744164055,0.010817167,0.191608414,0.433597263,-0.113504711,-0.045765336,0.239506125,0.449612656,0.445093098,0.690261564,-0.051127773,0.044627555,0.242096195,0.433912044,-0.043807514,-0.062685358,-0.109444287,0.008365433,0.023439558,0.014846389,0.01709324,-0.100621621,0.026498088,0.015091179,0.209925521,0.208242877,0.168670722,-0.051273467,-0.111661736,-0.164170239,-0.167537345,-0.02858867,0.574711298,0.007188996,0.011957584,-0.020477767,0.054089915
card2tenurecat,0.003301247,-0.032642533,-0.008150103,0.665159338,0.668572488,-0.060811475,-0.048405941,0.116826572,0.007787118,0.576319477,0.636183812,0.315190563,0.240731859,0.286016558,0.031789468,0.142604157,0.182528236,-0.322100367,0.366220296,0.136519948,0.128607404,0.124653989,-0.146973483,0.039237759,0.015055661,0.025041177,0.004625866,0.009072464,0.010981929,-0.0172231,0.031768351,0.079943005,-0.020368865,0.655732296,0.688805478,0.003014952,-0.032134284,0.001972843,0.237302096,0.169758855,-0.000336389,0.017900795,-0.000649209,0.003494637,-0.028763956,3.05E-05,-0.010211842,0.019603662,0.002705107,0.019541196,-0.000278474,-0.014962071,-0.014631382,-0.010537501,0.010841983,-0.012265893,0.032872679,-0.024353992,-0.003135111,0.013816595,0.002293812,-0.004655207,0.002485099,0.003643221,0.882879644,0.924305291,-0.030181065,0.020554894,-0.010192194,-0.003696024,0.924391146,1,-0.180621344,0.108845172,0.893526504,-0.360671146,0.552629889,0.581531525,0.019737635,0.177642192,0.393926448,-0.098601859,-0.028910893,0.247275293,0.433891434,0.371135545,0.581944239,-0.035052911,0.05780022,0.239558485,0.405368961,-0.030212563,-0.045087207,-0.093433978,0.01654988,0.032439353,0.019645316,0.030932152,-0.090160133,0.032411724,0.02644171,0.25224985,0.251002657,0.203257634,-0.035226477,-0.097939452,-0.151798492,-0.143469098,-0.021368801,0.526352284,0.001141746,0.024507519,-0.004411911,0.064626081
active,0.002182289,0.022793624,0.021339546,-0.239011448,-0.237864389,0.01574136,0.009675611,-0.028845526,0.007502773,-0.167978039,-0.188429412,-0.115188676,-0.06032074,-0.071517317,-0.004491797,-0.030526013,-0.038646419,0.112955319,-0.10248659,-0.015942177,-0.012936169,-0.010936453,0.076421052,-0.006581074,-0.005092319,-0.009716916,0.039565622,0.006710376,-0.021865797,0.002922218,-0.006838676,0.009989331,0.009509727,-0.200705604,-0.213171406,-0.002544782,0.016248159,-0.00803381,-0.060125688,-0.046464703,-0.00061219,-0.007621372,0.013132259,0.01464347,0.028219467,-0.011224179,0.010493723,-0.025498269,-0.004065739,-0.024989253,0.015992539,-0.006731386,0.029470027,-0.003542554,0.006115835,-0.003903317,0.017507127,0.027517606,-0.001385025,-0.020813637,0.012491584,0.008492705,-0.002337829,0.002827967,-0.183623896,-0.176384882,-0.012079807,-0.025443943,0.009969737,0.008041748,-0.180344229,-0.180621344,1,-0.213911177,-0.16062485,0.075644826,-0.108839474,-0.114495681,-0.003330066,-0.030045988,-0.06548183,0.033781006,0.019687372,-0.034934365,-0.084256602,-0.059825544,-0.093663705,0.000629423,-0.017326273,-0.053018543,-0.060935008,0.002626003,0.002252835,0.021283706,-0.005793324,0.007166898,0.014606382,-0.006212382,0.024199028,0.014297698,0.007308171,-0.045211835,-0.026668238,-0.013489811,0.024681079,0.037075151,0.050130531,0.047944567,-0.002724577,-0.090872976,0.003204098,-0.031534243,0.026349259,-0.004236126
bfast,0.011803455,0.010490708,0.015647257,0.10965601,0.117192669,0.009694398,0.012956532,0.028366708,0.007873981,0.09224573,0.107483301,0.031782857,0.077728632,0.083740375,-0.010666374,0.044728675,0.049277871,-0.049888632,0.048684503,0.155553387,0.152160038,0.148398072,0.092937904,0.019086742,0.010472922,0.000916885,-0.013343692,-0.025383338,0.019681461,0.003772901,0.018643334,0.018238748,-0.024170082,0.106246776,0.122459431,0.005115321,0.015859479,0.016014404,0.079719851,0.063316881,0.014746021,-0.007918752,0.013546357,0.012411019,0.004081051,-0.007719926,-0.014352938,0.016456421,0.006403751,0.012719045,-0.024585143,-0.000114517,0.004237664,-0.013481844,-0.000668989,-0.006987669,0.004527298,-0.021222148,-0.014062977,-0.015815668,-0.002698794,-0.005508952,-0.022275232,-0.009599401,0.098857219,0.109339857,-0.005116954,0.007636286,-0.029022252,0.001947455,0.099832428,0.108845172,-0.213911177,1,0.09065299,-0.038365491,0.066272957,0.065314707,0.017695333,0.039022823,0.052770081,0.019405845,0.025435591,0.041032169,0.056240149,0.036370633,0.053042482,0.024606607,0.035264448,0.050123088,0.037094794,0.030548399,0.008777234,0.011400396,0.002784301,0.005624677,0.011189115,0.0231446,-0.003612809,0.013021557,0.002008114,0.033593937,0.051765254,0.028593804,0.01510671,0.030808412,-0.022398709,-0.001987679,0.02052156,0.053382962,0.005667108,0.011456882,-4.91E-05,0.029769262
tenure,0.005007656,-0.029884854,-0.009456474,0.612030038,0.596483894,-0.095170079,-0.086747195,0.150106511,0.003601311,0.585478596,0.603293506,0.346748807,0.217868414,0.230356126,0.018992599,0.129698142,0.165261384,-0.295922844,0.331639404,0.169867323,0.154989254,0.145935447,-0.101354975,0.032175347,0.01309117,0.023154242,-0.001340425,-0.001271725,0.008281684,-0.022290771,0.028292537,0.083641727,-0.020536866,0.641843738,0.630656343,0.001898911,-0.033127778,0.002627701,0.202279041,0.141704011,0.002835935,0.009801086,-0.000312444,0.002525776,-0.019640981,0.001601378,-0.008350009,0.016261849,0.003006096,0.022461763,-0.001432843,-0.017963039,-0.013612308,-0.014069506,0.014943157,-0.004122692,0.024331057,-0.017072755,-0.000499651,-0.001456078,0.011440163,-0.004878636,-0.003633928,-0.005319836,0.908754809,0.84860545,-0.025929636,0.008440508,-0.009321304,0.000233224,0.928239626,0.893526504,-0.16062485,0.09065299,1,-0.384562748,0.671663656,0.713861759,0.011735017,0.193871779,0.449451713,-0.103163741,-0.032333224,0.282791827,0.470122959,0.433142978,0.686745766,-0.050214941,0.052797985,0.267909608,0.447098293,-0.041375206,-0.061057417,-0.102925315,0.010646913,0.025239002,0.006516324,0.016671817,-0.09509174,0.036897581,0.026914987,0.236524434,0.234813486,0.19519032,-0.04512431,-0.104386139,-0.14927029,-0.153245772,-0.034460945,0.603689616,0.009323941,0.016626175,-0.021614038,0.050647766
churn,-0.002514596,0.000838271,-0.013391432,-0.265976267,-0.256324339,0.239245793,0.23127288,-0.062210731,0.008448821,-0.254113042,-0.274308233,-0.151531499,-0.041204523,-0.04012208,-0.007932529,-0.030737211,-0.040545447,0.152591325,-0.154946912,-0.051491606,-0.013710268,0.003897649,0.036540338,-0.00610637,0.004004387,-0.00680561,-0.002574706,-0.018905502,-0.009771865,0.023515436,-0.005506419,-0.015308805,-0.003377664,-0.262926208,-0.259038571,0.041042156,0.035109757,0.016767043,-0.034653951,-0.00509643,0.014509446,0.023915533,-0.025516168,-0.029712854,0.002574978,0.026979705,0.004711576,-0.020778589,-0.02996646,-0.035700966,0.020703474,0.009475136,0.002940569,0.013858154,-0.011781114,-0.006970524,-0.049798984,0.019077612,0.007756083,0.035172834,-0.012879403,-0.0048783,-0.001376274,-0.009719381,-0.350094674,-0.349377838,0.011214693,0.008979428,0.022213694,0.001184761,-0.35761036,-0.360671146,0.075644826,-0.038365491,-0.384562748,1,-0.251138177,-0.259320215,0.017397421,-0.061736133,-0.163823811,0.312990297,0.287222365,0.057339659,-0.171091929,-0.156472773,-0.257034023,0.197839105,0.163087514,0.013147672,-0.014091035,0.17854924,0.198868124,0.291762922,0.016943501,0.002380882,0.004198132,0.004467531,0.274760175,-0.008816497,-0.015010606,-0.099518683,-0.09595975,-0.088039465,0.177357116,0.241277963,0.24520355,0.240302164,0.167608143,-0.237970421,-0.057889332,0.035134122,0.057763033,0.019755695
longmon,0.009255905,-0.014820829,-0.028278333,0.44422692,0.420786638,-0.087418625,-0.081583368,0.151012851,0.022724548,0.49460185,0.449941767,0.294321089,0.174303402,0.153725272,0.012330452,0.110346875,0.131561662,-0.184307901,0.242447519,0.145029543,0.128291702,0.119477151,-0.061606612,0.020119372,0.007563637,0.025375434,-0.010210904,-0.013141111,-0.0029678,-0.004645989,0.017946869,0.065764953,-0.025304839,0.514971117,0.447050065,0.002097836,-0.018610187,0.000583555,0.150883791,0.102925093,0.00437581,-0.003262537,0.003841126,0.00479973,0.001117728,0.00853718,-0.011260645,0.003199475,0.001211907,0.007871417,-0.011094384,-0.001577581,0.004623498,-0.012100915,0.01658393,0.000260479,0.018648606,-0.02046988,0.000523004,0.004017432,0.010326343,-0.001782783,-0.004187644,0.002904827,0.695103143,0.498385375,-0.008371261,0.004895028,-0.002390186,-0.010665398,0.701147162,0.552629889,-0.108839474,0.066272957,0.671663656,-0.251138177,1,0.985698254,-0.005432614,0.156898242,0.345434121,-0.08294105,-0.035677248,0.16926986,0.321498311,0.405452652,0.609195709,-0.045182066,0.027432146,0.175128919,0.360907523,-0.044252479,-0.065927354,-0.06809255,0.000355424,-0.005158683,-0.006775932,0.000291056,-0.071399836,0.025677184,0.012707084,0.132889339,0.139576778,0.114644394,-0.046049869,-0.061119498,-0.113744399,-0.118343061,-0.033402684,0.450134492,0.008035518,9.22E-05,-0.020655531,0.037958504
longten,0.004773956,-0.019303507,-0.026560092,0.474559664,0.450388129,-0.0944597,-0.08737695,0.156542261,0.022181592,0.526575607,0.479365461,0.316745661,0.179716764,0.159544368,0.014444847,0.114640428,0.137289593,-0.201692875,0.256484447,0.145476603,0.128419603,0.119371281,-0.077821216,0.023328656,0.008678599,0.02531323,-0.007703037,-0.009218889,-0.002174258,-0.003954098,0.020142778,0.067163304,-0.028093634,0.548287006,0.476751148,0.005288565,-0.020581763,0.001616409,0.155181288,0.106788344,0.006893345,-0.00193499,0.00367259,0.004877666,-0.002056763,0.009759429,-0.013512335,0.002860338,0.003805394,0.007620447,-0.009413171,-0.007794269,0.001308633,-0.013957558,0.017730775,-0.001508194,0.018654702,-0.01781633,0.002337769,2.95E-05,0.011671279,-0.00408067,-0.002916686,0.003779274,0.737780931,0.520361783,-0.009393014,0.00467869,-0.001097206,-0.016644016,0.744164055,0.581531525,-0.114495681,0.065314707,0.713861759,-0.259320215,0.985698254,1,-0.008922463,0.160458101,0.367279848,-0.089388106,-0.040753038,0.177450275,0.335541627,0.42498919,0.646344522,-0.051876674,0.024155254,0.184336365,0.368164904,-0.047565922,-0.069847602,-0.076594705,-0.000168349,-0.008520406,-0.008700166,-0.004937755,-0.077839735,0.022267745,0.008296994,0.121883331,0.132883461,0.106097095,-0.050591555,-0.068679595,-0.120022789,-0.127805517,-0.039841948,0.468477966,0.009593967,0.000566898,-0.023046951,0.037301001
tollfree,0.01342911,0.000659647,-0.010861862,-0.002611692,0.004019174,0.028533048,0.032056229,0.01309974,0.015031599,0.022942138,0.034249756,-0.08918675,0.150259796,0.160155769,-0.021828456,0.080776369,0.099052957,0.011416165,0.026459773,0.021710395,0.030607626,0.033911282,0.031285672,-0.015046792,-0.026964336,0.010501304,-0.006103213,-0.00026654,0.008084444,0.001863954,-0.012650283,0.064528563,-0.020404351,0.006076588,0.016137366,0.011466884,0.022475744,0.000272697,0.1245021,0.068897793,-0.008244096,0.017128385,0.007596623,0.004216755,-0.031169096,0.010583641,0.003982127,-0.00300695,0.00451132,-0.000896225,-0.005263778,0.001893189,0.012619008,-0.006618083,0.016334284,-0.008194492,0.004709325,0.021461988,-0.017777557,0.020995408,0.015424498,0.010869467,-0.002793493,0.004754547,0.006080833,0.022167587,-0.025094685,-0.006076253,0.025863487,-0.000165911,0.010817167,0.019737635,-0.003330066,0.017695333,0.011735017,0.017397421,-0.005432614,-0.008922463,1,0.854060553,0.63932288,0.018231503,0.118294259,0.093459343,0.321450894,0.24020979,0.084516964,0.387340851,0.38573705,0.305765624,0.007679053,0.372513147,0.36265972,0.011150851,0.611860713,0.621238082,0.611695412,0.629611972,-0.002496684,0.013711593,0.002185721,0.035588266,0.04199173,0.039671491,0.30681445,0.009306218,0.03323826,0.011969936,0.310208219,0.019377931,0.059610235,0.025423522,0.02245945,0.053953242
tollmon,0.009225199,-0.01671964,-0.019202522,0.109114003,0.112095674,0.01799785,0.022110334,0.056060321,0.023272233,0.149859231,0.155088221,-0.038607942,0.230254075,0.227756898,-0.00699214,0.140775281,0.166995215,-0.04075603,0.080851814,0.061987441,0.067240507,0.068554621,0.024897543,0.002461883,-0.025403672,0.006858186,-0.009435782,-0.00109244,0.009551654,-0.001145834,0.008110386,0.076185803,-0.027482017,0.135035934,0.133547498,0.003989694,0.023651601,0.000219506,0.193436241,0.112634663,0.001233941,0.015075592,0.00569439,0.003657346,-0.038052512,0.011976817,0.001084648,0.007128832,0.010892186,-0.009935648,-0.007937725,0.001802256,-0.005629338,-0.013817964,0.012764417,-0.007098587,0.017197015,0.021231989,-0.003222709,0.025367191,0.00747232,0.01035012,-0.008579679,0.001189544,0.183314998,0.167456872,-0.023375337,0.004644175,0.012527194,-0.006579486,0.191608414,0.177642192,-0.030045988,0.039022823,0.193871779,-0.061736133,0.156898242,0.160458101,0.854060553,1,0.88062272,-0.002060146,0.120094155,0.16796849,0.353710298,0.323294973,0.24171041,0.398309798,0.462100898,0.459617166,0.091369326,0.378895476,0.376723402,-0.011205647,0.595885298,0.604888859,0.585692703,0.605673145,-0.024582131,0.028173605,0.016555957,0.081243699,0.086579409,0.078181068,0.31177089,-0.015651816,-0.016297072,-0.013379559,0.326152262,0.120213471,0.074445226,0.034396136,0.027637896,0.075718063
tollten,0.006176577,-0.021663554,-0.012675593,0.262277704,0.259495129,-0.016434796,-0.010083028,0.093385255,0.009255864,0.306269886,0.303469985,0.05654385,0.271245623,0.259264013,0.0042988,0.169985679,0.199774743,-0.110251844,0.15677785,0.090439092,0.090001207,0.087505682,-0.023640676,0.019787743,-0.010728595,0.013196884,-0.012019797,0.003466591,0.015351237,-0.00887096,0.021640129,0.089142523,-0.030325954,0.299959547,0.287938548,0.010202883,0.011840824,0.000395138,0.222264479,0.134607089,0.004673366,0.005441595,0.00329015,0.001742561,-0.037009135,0.016350273,-0.003647246,0.005050251,0.015377983,-0.007061562,-0.006661096,-0.010514653,-0.014282351,-0.022068619,0.010934684,-0.010087776,0.022376187,0.015613566,0.004805713,0.021780996,0.012764023,0.009848647,-0.016100421,-0.000637325,0.423153282,0.365416239,-0.021731525,0.010211501,0.004861065,0.000230157,0.433597263,0.393926448,-0.06548183,0.052770081,0.449451713,-0.163823811,0.345434121,0.367279848,0.63932288,0.88062272,1,-0.032763127,0.078270655,0.229707973,0.311529373,0.321825251,0.400595863,0.275253103,0.383489032,0.517568364,0.201764247,0.268982639,0.255815353,-0.033920742,0.447787739,0.454634964,0.434716738,0.451619712,-0.051119895,0.030771212,0.019756084,0.118254985,0.121912868,0.105502205,0.210349635,-0.042520495,-0.05780583,-0.056187331,0.221662018,0.270020871,0.058754293,0.027677148,0.01396193,0.084211933
equip,0.023630901,-0.006344788,0.011701769,-0.141550356,-0.135074378,0.435847504,0.429724779,-0.046809329,0.013374816,-0.173862378,-0.166428803,-0.101724518,0.05481129,0.077641292,-0.006533917,0.018068394,0.028049138,0.091589484,-0.086268323,-0.012889014,0.045657411,0.068229522,0.0237294,0.025725603,0.010451431,0.000715845,-0.014619502,0.011992083,0.021309112,-0.007555233,0.023747635,0.031597403,0.013906528,-0.115723282,-0.106297123,0.005311887,0.017433278,0.002049884,0.055889331,0.035695457,0.006523416,0.007780458,-0.001618904,-0.003242554,-0.011235022,0.012639084,0.014141933,-0.02005739,-0.008441191,-0.014104406,0.042284707,0.011195627,-0.006069577,0.004474072,-0.006860016,0.015383507,-0.050192221,0.00703171,0.01165195,0.04503379,-0.004272647,0.011723449,-0.012042927,-0.013363524,-0.11765571,-0.095033956,-0.050915002,-0.002717551,-0.003375202,0.004339115,-0.113504711,-0.098601859,0.033781006,0.019405845,-0.103163741,0.312990297,-0.08294105,-0.089388106,0.018231503,-0.002060146,-0.032763127,1,0.940505416,0.716907592,-0.035008668,-0.036289951,-0.080740742,0.410185854,0.410001679,0.298669959,0.283436478,0.387190901,0.394093547,0.599482902,0.02134303,0.004885548,0.011872439,0.012238575,0.55873192,0.026008764,0.012329355,0.010348538,0.00784825,0.022767192,0.341672112,0.471564498,0.445505847,0.43681214,0.321905974,-0.070413171,-0.098260392,0.038696227,0.093406619,0.051984258
